react-native	1	f0f71ea914feae9fb98df4998508441009d6f702	137	Move packages/helloworld → private/helloworld
react-native	2	cf914e412dcf7fbaa8aa6215141f08b9bb3e8c49	177	Autolinking with support for linking projects (RNGP)
react-native	3	15909fab9532f7dc32c320ebc98fa3b67679b79e	175	Rename react-native-gradle-plugin → gradle-plugin
react-native	4	42d67452eb9a507651078882d00df44dd6720049	142	Move .m → .mm for ObjC/C++ header compatibility
react-native	5	62e1110af51550b0def3a5eca32b7644f04c7cda	138	Bridgeless → Runtime rename (138 files)
react-native	6	610b14e4f3f606cd4c49518b9a42e3290fd52aeb	80	Move min iOS version to 13.4 (Bazel+Xcode+CocoaPods)
react-native	7	07abfceae117edc8ed205fe1ebaef89ce3041386	59	Remove template from react-native package
react-native	8	59101d6809079913fbdddb0df196b6ed383f96e4	59	Remove OSSLibraryExample
react-native	9	1cb0a3342a8e58071599b104e008d2b43a96f260	59	Add react-native-test-library package
react-native	10	6ba8b65e9f8d113c268e71eb6141896723ec6eae	53	Remove legacy ReactNativeConfig abstraction
react-native	11	b7191cde4e36d3d712affc8b714e7d6179642cbb	53	Move TurboModule to internal.turbomodule namespace
react-native	12	aefefdbbba21f26879f73f261a4ffa3b3a25a983	51	Bump Folly to 2023.08.07.00
react-native	13	332355e80fffedbf35100b3576af289d6765de2a	48	Implement UI consistency mechanism for JS thread
react-native	14	95ed8a6123024afd03227358ab4b165fdf87b270	47	Merge all core codegen into FBReactNativeSpec
react-native	15	03b8b0997a4415de7ebc481c0f9e193c1c600288	43	Rename jsinspector-modern → fuseboxEnabled
react-native	16	8ccaf007eed227c2a0d89b6259ced1db71375654	42	IntersectionObserver behind feature flag
react-native	17	2ce368604a1318984f53ef3bae9a08c731287107	40	Fix RNTester iOS unit and integration tests
react-native	18	2932c0f71f1882607d9e579e5c09db28e131a4c9	40	Implement baseline alignment on new arch
react-native	19	37375d8aba0869531567426466478b0de9a1aea3	38	Bump Folly to 2024.10.14.00
react-native	20	64c4e385cb0fbce264d77623b0da4ced65507c04	37	Implement Long Tasks API for PerformanceObserver
react-native	21	3aeba22ddabd7ae5d8242fb91edfd8012b85a1da	35	Integrate IntersectionObserver in Event Loop
react-native	22	cf926a1329a8cd6921e9799877883ac1fbc26fbb	35	Decouple commit from mount on Android
react-native	23	b365e26593112fee8824c53a2787679a29cbe9ab	32	iOS blur filter via SwiftUI (new dirs)
react-native	24	db80d78d7a3d61d5bd6871258513f778851059f5	31	Merge .so libraries into libreactnative.so
react-native	25	98a38cc1a71249a816546b3474beaffd5c6ec705	31	Convert text span package Java → Kotlin
react-native	26	9526406fc24ed0df10c63c54869814a26d69ece0	30	Fix crash with nested FlatLists
react-native	27	d2c48f3b1a2a15e9832ea3240c19aea5186ceb24	30	Remove experimental_ prefix from mixBlendMode
react-native	28	ee9ef3bf2d97aae529172fd484c4c7c6c29acb61	29	Add Performance Issues to Perf Monitor
react-native	29	66df63d3b5194ac7163c7cba41699678ea791244	26	Generalize feature flags script
react-native	30	d16f0f297c2abd45785c0c6bd94532535b41da0f	26	Decouple event logger from PerformanceEntryReporter
react-native	31	e7ce4ff0bfdc469a40c3bd66edadaaf6c62e2ec3	24	Move NetworkReporter (renames)
react-native	32	972c2c864c0b563163a36080a13908d1c0a3fb87	23	Bump Kotlin 1.9.x → 2.0.x
react-native	33	4dea63530fe34658348e5803e136764bda875efc	62	Fork hermes/inspector as inspector-modern (Graphviz, PDF)
react-native	34	f140c4906b286a85772d0b7d97eecd0798805fcd	14	Use Hermes V1 as default engine
react-native	35	fcd63032d029cf9ec31605e9be4bb63d5e44ce1e	13	"Dismiss" button ripples through all platforms
gitpod	1	478a75e744a642d9b764de37cfae655bc8b29dd5	2397	Switch license to AGPL (ultimate stress test)
gitpod	2	d54bd04999de812be44865004d82d62cb72fc320	261	Enterprise onboarding settings (cross-stack)
gitpod	3	6d93dd8348129dc112e2f219cc4059a19224a0cc	214	Rename ws-sync → ws-daemon (file renames)
gitpod	4	a0e4fa651e8c3eb408d144ac3fa54ba538b1e33f	179	Remove replicated (IaC mega-removal)
gitpod	5	7094f19ee81cbee597b463e181c3bd1ad7a6d8d5	177	Add collaborator role (SpiceDB → UI full stack)
gitpod	6	8f643e775bdfc76428616a91e670081c60bb1175	147	Add Java+Kotlin to public API (4 languages)
gitpod	7	82d786e2bb98b759703cb98684d20619e3423c83	147	Remove ws-scheduler (15+ dirs)
gitpod	8	7172d822c7f3ee660bef632cbbcba7f7d8daa40c	141	Fold ws-manager-node into ws-daemon
gitpod	9	301f1b73da68f23b17e0516e3e4969c56bf434a3	98	Go 1.24.3 upgrade (wide shallow changes)
gitpod	10	4a7a7ab699aa1bc37e41ac06f39823648e6230d6	95	Remove registry-facade (binary .gz file)
gitpod	11	1f06a5330f6f1c10bc9aed536561b2f41efffea3	90	Update Gitpod client libraries (broad go.mod)
gitpod	12	1bc46bd2a58dbc9033313519453939d895f16fce	87	Refactor preview env + image build (DevOps)
gitpod	13	f580e6bd00c7cc76ac7050a2e6f8249485aad744	85	Hook scrubber as logrus formatter (broad)
gitpod	14	756c5b0248a354a817c77e5160501dea6b4947f8	78	Replace Status by JetBrains Launcher
gitpod	15	836c620cd003f0c9b2b2dfe34ac61f1b5158e69c	68	Migrate observability mixins (Jsonnet)
gitpod	16	37772682abc0607d2c816615e9ddd8272a18729d	65	Rename registry-credential → refresh-credential
gitpod	17	17e83b99858638a76307638221ff7e0f93998add	63	Remove IAM component
gitpod	18	cdc11bee8b2919f97f15233c57b9278699a5a457	62	GCP Terraform install (deep module hierarchy)
gitpod	19	da4cafd5e53a40b09b9550061da41286c51b7cae	57	Gitpod OIDC Identity Provider
gitpod	20	7f43d48115b891e21545a08480e2f1e4e86e449d	48	Introduce multi-org behind feature flag
gitpod	21	41f47c80a7db1b47b2d185f922991ab61dff5d56	42	Add Azure DevOps integration
gitpod	22	52848de54f3cee4d8bd216804407d21ed952d06d	40	Org-wide maintenance mode
gitpod	23	79b75ab4d5d979c927f1a3a77a128636cabce6a3	40	Add phone verification (full-stack)
gitpod	24	99cc66b7cf24d20f8fa4d8aba6faacb68822810f	39	Re-create workspace pods on rejection
gitpod	25	6b2187ae23158d7be5666370d9aa7445f0505420	39	Activity-based prebuilds
gitpod	26	26f7f5d74263c09102fed090742bd1b3198fa8ec	38	Initializer info to insights API
gitpod	27	ec6b911f24e91a6c0aeffca6d4bead72270369f1	38	Simplify image-builder-mk3 init containers
gitpod	28	ad4b7a8f4adb2abb7bc686987928de964e0a7b6b	33	Introduce org-level GITPOD_IMAGE_AUTH
gitpod	29	04f590de85ceccc3312ef747f5f5982bc15dc3b7	33	Organization onboarding welcome message
gitpod	30	329e56580ec49a180676a123ca72480ae3de7b3e	31	Switch registry-facade hostPort → nodePort (TF)
gitpod	31	a303660a5f206ffdfa8518b1f7f7ef3b5cae6037	29	Add insights page
gitpod	32	55b486ee5fd22c27161da611e5a0ade568d5b431	27	Introduce max_parallel_running_workspaces
gitpod	33	e9aae6e49730d30e6142ca2e241bd211beef3087	27	Auto-login dockerd with GITPOD_IMAGE_AUTH
gitpod	34	02b49524eb502819717e656f8c24af0310fca5b4	23	Add full clone setting for prebuilds
gitpod	35	21f546d4c172e62b78aa32cd9a692122610d0a85	21	JetBrains IDEs 2024.3 stable release
gitpod	36	dd50c2aee8f1a29c1d182dc2a8440101babbd1df	19	Cleanup UpdateOrganizationSettings API (5 langs)
gitpod	37	0150cf8cce4b65e8c1efcdb461e30481bed8c2da	15	Introduce workspace classes
sentry	1	d26544689bfbbb81b0c2873f98e592920dcc91ec	680	Migrate black/isort/flake8 → ruff (stress test)
sentry	2	3da73801ae2c661074ab9d8046246ce6a59390e2	309	Remove visual snapshot testing infrastructure
sentry	3	42384da7258ab3af347130bd77b082a3384df278	288	Rename CSS breakpoints to t-shirt sizing (cross-stack)
sentry	4	1314277be5633c92d8d0abb6ed8a76bd2362b9a9	286	Change testing to in-memory router (286 test files)
sentry	5	45fc05cb37c7ae397d50a3ec9e85a69e536e4b9a	245	Replace Prettier with Biome
sentry	6	eaa7bd3dfd2df4baf38e3b34286f1ac10fe9b2f7	203	Fix grouping hints for client-set in_app values
sentry	7	d68ed8b1cebe4565e98970a299523068c039a4f0	138	Streamline Storybook stories (large frontend restructure)
sentry	8	f4fa54e861c3b6182121c1716799982217c555ed	127	Exception Groups (PEP 654) for grouping
sentry	9	0e503e163b93e95069c72ec1ea867b7e899f1cf7	120	Split monolithic model files into modules
sentry	10	a8d6180a9987fd1e75aa2862ee1e37cd5d49e904	112	Squash Django migrations (12K+ insertions)
sentry	11	f352de0321a3f67c4b19f36617b932ce13f20a7c	108	Remove moment.js dependency
sentry	12	f6263b286f2806ee124d9926814fe008b7b99e68	105	Run Prettier on YAML/JSON/Markdown
sentry	13	6082b7fe6d2c1cf1ffb0dd80809b442eea177b72	94	Split trace node class into modules (5K+ lines moved)
sentry	14	1853fe25a1cb1970f0425052d424413a522f5e92	90	Remove Biome, restore ESLint/Prettier
sentry	15	e1c55b85e7f3e24c65dcfc726f76dea40f7e6108	83	Switch Jest → Vitest with SWC
sentry	16	726337e06a9a3b13a9ecbf846de57da8d79a5b26	74	Rename performance_issues → detectors (51 renames)
sentry	17	f8386e32fccba988daa8d4eadc481e86e1344e2c	74	Replace RunSQL → SafeRunSQL across 74 migrations
sentry	18	b3e9f6698fc77b14dd7a55ac2f839d6a58cefb31	72	Replace internal devtoolbar with @sentry/toolbar
sentry	19	4b97dee4eba0a4d1be919f1ca3213153a6c83db5	56	Enable Knip dead-code detection in CI
sentry	20	848efccd2e32cc75bd13195b072f6f289a2c08e5	54	Migrate Jest tests to SWC-safe mocking
sentry	21	2a0cf6e45bbf6ec9f55fc13f1a33b8aa313760de	47	gRPC-Web service for SCM integrations (Protobuf!)
sentry	22	4e71bc1e2ad54b1dee6d1825cc5a2407b6ec029f	45	Checkout restructure (31 renames)
sentry	23	dc4fb35aff0ceebecee769af2d88891d59915a5f	35	Remove Overwatch subsystem (3,416 lines deleted)
sentry	24	2f0a302caa36dac708536d99dcd595d101eb419d	29	Add dotagents skills (17 renames, new dir hierarchy)
sentry	25	f7aa1bea12e128a3e48e8b9edb630a945aaeb8f8	28	Migrate Yarn v1 → pnpm
sentry	26	fea5b1b3601e44b03ae0871fada276c913a9a714	21	First phase of uv package manager rollout
sentry	27	fd69ceba7ae76735db6aa47a882b4043f2440b2e	21	New form system (new dir tree, 15 new files)
sentry	28	9458371a81d8df7858d044c3209c3cd332ed6a9c	21	Bump Node.js to v22.16.0
sentry	29	680d622829a22130403dc16e492a583e4c30c3cb	19	Sandbox infrastructure for AI agents
sentry	30	d4e4b74becfb0f2d7f393ef5af5789d012b3b144	19	OAuth Device Flow (Django + HTML templates + TS)
sentry	31	363e7dcf356bb32f32fad20346fd33e0ecdcd6b0	19	OAuth 2.0 Device Authorization (RFC 8628)
sentry	32	6d218089433b8595d300d9215a651ee3da26f046	17	Remove legacy devservices setup (ClickHouse XML)
sentry	33	dc56fdd54ed840aa8efbc73533897afaf9e2aae8	13	Uptime test endpoint (full-stack feature)
sentry	34	757cf20113591bc3c889788bf27ec453d9829b4d	13	Rename otlp/ → eap/ (6 renames)
sentry	35	5447b015f270798b17bce3ad6a10abcaef6bc695	12	OAuth UI (balanced 6 Python + 6 TS/React)
sentry	36	737d9c3d11b2fb4257a70b4a6553afcad62cd279	11	Search bar boolean tags (5 languages incl. PEG.js)
sentry	37	a4565dbb95fc245d9294733613da8818a7417f07	8	New splash loader (5 non-TS types)
