instance_id,status,file_recall,file_precision,used_tokens,nontrivial_file_recall,repo,language
contextbench_verified::Multi-SWE-Bench__rust__maintenance__bugfix__c363219b__4858267f3b97,ok,1.0,0.045454545454545456,0,,BurntSushi/ripgrep,rust
contextbench_verified::SWE-PolyBench__python__maintenance__bugfix__ed58622a__9150f32f8b86,ok,1.0,0.014705882352941176,0,,Significant-Gravitas/AutoGPT,python
contextbench_verified::SWE-Bench-Pro__javascript__maintenance__bugfix__ac8400d9__140f9d2481f7,ok,0.0,0.0,0,0.0,NodeBB/NodeBB,javascript
contextbench_verified::SWE-Bench-Pro__javascript__maintenance__bugfix__7b6185af__a2ebf53b6098,ok,0.6,0.1875,0,0.6666666666666666,NodeBB/NodeBB,javascript
contextbench_verified::SWE-Bench-Pro__javascript__maintenance__bugfix__e31ec45c__f0d989e4ba5b,ok,0.18181818181818182,0.05,0,0.2,NodeBB/NodeBB,javascript
contextbench_verified::SWE-Bench-Pro__javascript__maintenance__bugfix__4eb0e647__1e137b07052b,ok,0.25,0.0851063829787234,0,0.8,NodeBB/NodeBB,javascript
contextbench_verified::SWE-Bench-Pro__javascript__maintenance__bugfix__09eb0d6d__7800016f2f1b,ok,0.07142857142857142,0.021739130434782608,0,0.0,NodeBB/NodeBB,javascript
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__0c4f8d13__1503805b7037,ok,0.2,0.009259259259259259,0,0.3333333333333333,ansible/ansible,python
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__84fdadf0__173325329733,ok,0.25,0.014705882352941176,0,,ansible/ansible,python
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__9c878ad5__016b7f71b105,ok,0.5,0.012345679012345678,0,,ansible/ansible,python
contextbench_verified::Multi-SWE-Bench__java__maintenance__bugfix__8b7cc5e0__12b40c7ba3e7,ok,1.0,0.045454545454545456,0,,alibaba/fastjson2,java
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__450d75e0__35809806d3ab,ok,0.0,0.0,0,0.0,ansible/ansible,python
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__739b23db__252685092cac,ok,0.3333333333333333,0.02247191011235955,0,,ansible/ansible,python
contextbench_verified::Multi-SWE-Bench__java__maintenance__bugfix__ef567ef1__45cc6b34343b,ok,1.0,0.045454545454545456,0,,alibaba/fastjson2,java
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__31f13b61__3684b4824d36,ok,0.4444444444444444,0.045454545454545456,0,0.5,ansible/ansible,python
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__b9f9961f__375d3889de9f,ok,0.2222222222222222,0.025974025974025976,0,0.0,ansible/ansible,python
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__1cae51cc__6382ea168a93,ok,0.14285714285714285,0.027777777777777776,0,0.2,ansible/ansible,python
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__512d556b__662d34b9a7a1,ok,0.0,0.0,0,,ansible/ansible,python
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__6ebb54dc__6d34eb88d95c,ok,0.2857142857142857,0.022222222222222223,0,,ansible/ansible,python
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__62badbbf__38067860e271,ok,0.5,0.023529411764705882,0,,ansible/ansible,python
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__cf01f471__7fff40865236,ok,0.0,0.0,0,0.0,ansible/ansible,python
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__e6efdd87__96c19724394a,ok,0.08333333333333333,0.011235955056179775,0,0.14285714285714285,ansible/ansible,python
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__942d0b14__8a175f59c939,ok,0.26666666666666666,0.05405405405405406,0,0.6666666666666666,ansible/ansible,python
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__7c4a11fb__9b0d2decb24b,ok,0.0,0.0,0,0.0,ansible/ansible,python
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__e2b70931__a5a13246ce02,ok,0.08333333333333333,0.012658227848101266,0,0.14285714285714285,ansible/ansible,python
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__5b2cf9bb__a6e671db2538,ok,0.3333333333333333,0.014925373134328358,0,,ansible/ansible,python
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__64469377__b6360dc5e068,ok,0.0,0.0,0,0.0,ansible/ansible,python
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__1bb5c0b0__bf98f031f3f5,ok,0.4,0.02702702702702703,0,0.0,ansible/ansible,python
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__4c132bfd__bddb9a7490b5,ok,0.0,0.0,0,,ansible/ansible,python
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__462b957d__dd44449b6ec4,ok,0.0,0.0,0,,ansible/ansible,python
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__18d7bbbc__e094d48b1bdd,ok,0.36363636363636365,0.05263157894736842,0,0.25,ansible/ansible,python
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__07bb383a__e889b1063f60,ok,0.2857142857142857,0.024691358024691357,0,,ansible/ansible,python
contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__71f348da__0df94ff70979,ok,0.0,0.0,0,,astropy/astropy,python
contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__deb49033__6500928dc0e5,ok,0.1,0.018518518518518517,0,0.16666666666666666,astropy/astropy,python
contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__1d90db61__1a4462d72eb0,ok,1.0,0.014925373134328358,0,,astropy/astropy,python
contextbench_verified::SWE-Bench-Pro__python__maintenance__bugfix__5ec14acf__20ec92728004,ok,0.0,0.0,0,0.0,ansible/ansible,python
contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__3185b834__80c3854a5f4f,ok,1.0,0.014492753623188406,0,,astropy/astropy,python
contextbench_verified::Multi-SWE-Bench__javascript__maintenance__bugfix__98bbaed2__0abc70564746,ok,0.16666666666666666,0.045454545454545456,0,0.0,axios/axios,javascript
contextbench_verified::SWE-Bench-Verified__python__maintenance__bugfix__e5a3bf2a__c0a24c1dc957,ok,0.0,0.0,0,0.0,astropy/astropy,python
